id_transacao,data,funcionario,cargo,descricao,valor,categoria,departamento,amount,date,beneficiary
TX_2008,2008-04-30,Meredith Palmer,Rel. Fornecedores,Vending Machine - Despesa de Diversos,6.63,Diversos,Suprimentos,6.63,2008-04-30,unknown
TX_2009,2008-04-30,Angela Martin,Contadora,Água Crystal - Despesa de Copa e Cozinha,72.21,Copa e Cozinha,Contabilidade,72.21,2008-04-30,unknown
TX_2010,2008-04-30,Dwight Schrute,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,176.88,Refeição com Cliente,Vendas,176.88,2008-04-30,unknown
TX_2011,2008-04-30,Michael Scott,Gerente Regional,Amtrak Train - Despesa de Viagem,120.31,Viagem,Gerência,120.31,2008-04-30,unknown
TX_2012,2008-04-30,Creed Bratton,Qualidade,Água Crystal - Despesa de Copa e Cozinha,30.31,Copa e Cozinha,Qualidade,30.31,2008-04-30,unknown
TX_2013,2008-05-01,Ryan Howard,Junior Salesman,Design Gráfico (Logo WUPHF),800.0,Marketing,Vendas,800.0,2008-05-01,unknown
TX_2014,2008-05-01,Michael Scott,Gerente Regional,Estacionamento Central - Despesa de Transporte Local,223.3,Transporte Local,Gerência,223.3,2008-05-01,unknown
TX_2015,2008-05-01,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,14.91,Logística,Qualidade,14.91,2008-05-01,unknown
TX_2016,2008-05-01,Toby Flenderson,RH,Água Crystal - Despesa de Copa e Cozinha,18.14,Copa e Cozinha,Recursos Humanos,18.14,2008-05-01,unknown
TX_2017,2008-05-01,Michael Scott,Gerente Regional,Papelaria Local - Despesa de Material de Escritório,91.12,Material de Escritório,Gerência,91.12,2008-05-01,unknown
TX_2018,2008-05-01,Kevin Malone,Contador,Manutenção de Copiadora - Despesa de Manutenção,5.3,Manutenção,Contabilidade,5.3,2008-05-01,unknown
TX_2019,2008-05-01,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,23.8,Diversos,Qualidade,23.8,2008-05-01,unknown
TX_2020,2008-05-01,Jim Halpert,Vendedor,Estacionamento Central - Despesa de Transporte Local,155.05,Transporte Local,Vendas,155.05,2008-05-01,unknown
TX_2021,2008-05-01,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,8.65,Copa e Cozinha,Contabilidade,8.65,2008-05-01,unknown
TX_2022,2008-05-01,Oscar Martinez,Contador,FedEx - Despesa de Correios,54.09,Correios,Contabilidade,54.09,2008-05-01,unknown
TX_2023,2008-05-01,Stanley Hudson,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,171.94,Refeição com Cliente,Vendas,171.94,2008-05-01,unknown
TX_2024,2008-05-01,Darryl Philbin,Chefe de Depósito,Manutenção de Copiadora - Despesa de Manutenção,30.92,Manutenção,Depósito,30.92,2008-05-01,unknown
TX_2025,2008-05-01,Dwight Schrute,Vendedor,Papelaria Local - Despesa de Material de Escritório,150.79,Material de Escritório,Vendas,150.79,2008-05-01,unknown
TX_2026,2008-05-01,Creed Bratton,Qualidade,Água Crystal - Despesa de Copa e Cozinha,29.99,Copa e Cozinha,Qualidade,29.99,2008-05-01,unknown
TX_2027,2008-05-01,Toby Flenderson,RH,Staples - Despesa de Material de Escritório,39.14,Material de Escritório,Recursos Humanos,39.14,2008-05-01,unknown
TX_2028,2008-05-01,Creed Bratton,Qualidade,FedEx - Despesa de Correios,4.42,Correios,Qualidade,4.42,2008-05-01,unknown
TX_2029,2008-05-01,Kelly Kapoor,Atendimento,Vending Machine - Despesa de Diversos,10.42,Diversos,Atendimento ao Cliente,10.42,2008-05-01,unknown
TX_2030,2008-05-01,Kevin Malone,Contador,Staples - Despesa de Material de Escritório,71.3,Material de Escritório,Contabilidade,71.3,2008-05-01,unknown
TX_2031,2008-05-01,Stanley Hudson,Vendedor,Papelaria Local - Despesa de Material de Escritório,130.92,Material de Escritório,Vendas,130.92,2008-05-01,unknown
TX_2032,2008-05-01,Phyllis Vance,Vendedor,Dunkin Donuts - Despesa de Refeição,152.17,Refeição,Vendas,152.17,2008-05-01,unknown
TX_2033,2008-05-01,Angela Martin,Contadora,Manutenção de Copiadora - Despesa de Manutenção,38.49,Manutenção,Contabilidade,38.49,2008-05-01,unknown
TX_2034,2008-05-01,Dwight Schrute,Vendedor,Chili's - Despesa de Refeição com Cliente,19.62,Refeição com Cliente,Vendas,19.62,2008-05-01,unknown
TX_2035,2008-05-01,Angela Martin,Contadora,Staples - Despesa de Material de Escritório,44.93,Material de Escritório,Contabilidade,44.93,2008-05-01,unknown
TX_2036,2008-05-01,Phyllis Vance,Vendedor,Papelaria Local - Despesa de Material de Escritório,47.77,Material de Escritório,Vendas,47.77,2008-05-01,unknown
TX_2037,2008-05-01,Creed Bratton,Qualidade,Staples - Despesa de Material de Escritório,20.22,Material de Escritório,Qualidade,20.22,2008-05-01,unknown
TX_2038,2008-05-01,Darryl Philbin,Chefe de Depósito,FedEx - Despesa de Correios,28.64,Correios,Depósito,28.64,2008-05-01,unknown
TX_2039,2008-05-01,Jim Halpert,Vendedor,Papelaria Local - Despesa de Material de Escritório,84.0,Material de Escritório,Vendas,84.0,2008-05-01,unknown
TX_2040,2008-05-01,Kelly Kapoor,Atendimento,Manutenção de Copiadora - Despesa de Manutenção,3.74,Manutenção,Atendimento ao Cliente,3.74,2008-05-01,unknown
TX_2041,2008-05-01,Toby Flenderson,RH,FedEx - Despesa de Correios,18.44,Correios,Recursos Humanos,18.44,2008-05-01,unknown
TX_2042,2008-05-01,Darryl Philbin,Chefe de Depósito,Manutenção de Copiadora - Despesa de Manutenção,22.78,Manutenção,Depósito,22.78,2008-05-01,unknown
TX_2043,2008-05-01,Dwight Schrute,Vendedor,Gasolina Shell - Despesa de Transporte Local,130.71,Transporte Local,Vendas,130.71,2008-05-01,unknown
TX_2044,2008-05-01,Kelly Kapoor,Atendimento,Staples - Despesa de Material de Escritório,18.4,Material de Escritório,Atendimento ao Cliente,18.4,2008-05-01,unknown
TX_2045,2008-05-01,Stanley Hudson,Vendedor,Cugino's - Despesa de Refeição com Cliente,23.46,Refeição com Cliente,Vendas,23.46,2008-05-01,unknown
TX_2046,2008-05-01,Phyllis Vance,Vendedor,Papelaria Local - Despesa de Material de Escritório,27.5,Material de Escritório,Vendas,27.5,2008-05-01,unknown
TX_2047,2008-05-01,Darryl Philbin,Chefe de Depósito,Vending Machine - Despesa de Diversos,3.0,Diversos,Depósito,3.0,2008-05-01,unknown
TX_2048,2008-05-01,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,74.62,Manutenção,Administrativo,74.62,2008-05-01,unknown
TX_2049,2008-05-01,Meredith Palmer,Rel. Fornecedores,Água Crystal - Despesa de Copa e Cozinha,4.45,Copa e Cozinha,Suprimentos,4.45,2008-05-01,unknown
TX_2050,2008-05-01,Toby Flenderson,RH,Água Crystal - Despesa de Copa e Cozinha,24.46,Copa e Cozinha,Recursos Humanos,24.46,2008-05-01,unknown
TX_2051,2008-05-01,Andy Bernard,Vendedor,Cugino's - Despesa de Refeição com Cliente,79.13,Refeição com Cliente,Vendas,79.13,2008-05-01,unknown
TX_2052,2008-05-01,Stanley Hudson,Vendedor,Dunkin Donuts - Despesa de Refeição,67.64,Refeição,Vendas,67.64,2008-05-01,unknown
TX_2053,2008-05-01,Creed Bratton,Qualidade,Manutenção de Copiadora - Despesa de Manutenção,3.62,Manutenção,Qualidade,3.62,2008-05-01,unknown
TX_2054,2008-05-01,Pam Beesly,Recepcionista,Staples - Despesa de Material de Escritório,42.32,Material de Escritório,Administrativo,42.32,2008-05-01,unknown
TX_2055,2008-05-01,Kelly Kapoor,Atendimento,Manutenção de Copiadora - Despesa de Manutenção,3.55,Manutenção,Atendimento ao Cliente,3.55,2008-05-01,unknown
TX_2056,2008-05-02,Angela Martin,Contadora,Veterinário (A. Sparkles),400.0,Diversos,Contabilidade,400.0,2008-05-02,unknown
TX_2057,2008-05-02,Kelly Kapoor,Atendimento,Staples - Despesa de Material de Escritório,27.85,Material de Escritório,Atendimento ao Cliente,27.85,2008-05-02,unknown
TX_2058,2008-05-02,Andy Bernard,Vendedor,Estacionamento Central - Despesa de Transporte Local,33.85,Transporte Local,Vendas,33.85,2008-05-02,unknown
TX_2059,2008-05-02,Kevin Malone,Contador,Staples - Despesa de Material de Escritório,23.49,Material de Escritório,Contabilidade,23.49,2008-05-02,unknown
TX_2060,2008-05-02,Andy Bernard,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,105.86,Refeição com Cliente,Vendas,105.86,2008-05-02,unknown
TX_2061,2008-05-02,Dwight Schrute,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,160.56,Refeição com Cliente,Vendas,160.56,2008-05-02,unknown
TX_2062,2008-05-02,Stanley Hudson,Vendedor,Gasolina Shell - Despesa de Transporte Local,166.0,Transporte Local,Vendas,166.0,2008-05-02,unknown
TX_2063,2008-05-02,Andy Bernard,Vendedor,Chili's - Despesa de Refeição com Cliente,166.63,Refeição com Cliente,Vendas,166.63,2008-05-02,unknown
TX_2064,2008-05-02,Angela Martin,Contadora,Manutenção de Copiadora - Despesa de Manutenção,22.82,Manutenção,Contabilidade,22.82,2008-05-02,unknown
TX_2065,2008-05-02,Creed Bratton,Qualidade,Dunder Mifflin Warehouse - Despesa de Logística,6.65,Logística,Qualidade,6.65,2008-05-02,unknown
TX_2066,2008-05-02,Stanley Hudson,Vendedor,Papelaria Local - Despesa de Material de Escritório,160.78,Material de Escritório,Vendas,160.78,2008-05-02,unknown
TX_2067,2008-05-02,Andy Bernard,Vendedor,Papelaria Local - Despesa de Material de Escritório,74.4,Material de Escritório,Vendas,74.4,2008-05-02,unknown
TX_2068,2008-05-02,Kevin Malone,Contador,FedEx - Despesa de Correios,28.51,Correios,Contabilidade,28.51,2008-05-02,unknown
TX_2069,2008-05-02,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,21.89,Copa e Cozinha,Contabilidade,21.89,2008-05-02,unknown
TX_2070,2008-05-02,Jim Halpert,Vendedor,Dunkin Donuts - Despesa de Refeição,129.49,Refeição,Vendas,129.49,2008-05-02,unknown
TX_2071,2008-05-02,Kelly Kapoor,Atendimento,Manutenção de Copiadora - Despesa de Manutenção,15.79,Manutenção,Atendimento ao Cliente,15.79,2008-05-02,unknown
TX_2072,2008-05-02,Jim Halpert,Vendedor,Papelaria Local - Despesa de Material de Escritório,171.58,Material de Escritório,Vendas,171.58,2008-05-02,unknown
TX_2073,2008-05-02,Dwight Schrute,Vendedor,Dunkin Donuts - Despesa de Refeição,123.77,Refeição,Vendas,123.77,2008-05-02,unknown
TX_2074,2008-05-02,Dwight Schrute,Vendedor,Papelaria Local - Despesa de Material de Escritório,39.77,Material de Escritório,Vendas,39.77,2008-05-02,unknown
TX_2075,2008-05-02,Andy Bernard,Vendedor,Chili's - Despesa de Refeição com Cliente,127.17,Refeição com Cliente,Vendas,127.17,2008-05-02,unknown
TX_2076,2008-05-02,Michael Scott,Gerente Regional,Papelaria Local - Despesa de Material de Escritório,238.42,Material de Escritório,Gerência,238.42,2008-05-02,unknown
TX_2077,2008-05-02,Dwight Schrute,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,98.56,Refeição com Cliente,Vendas,98.56,2008-05-02,unknown
TX_2078,2008-05-02,Kelly Kapoor,Atendimento,Staples - Despesa de Material de Escritório,24.33,Material de Escritório,Atendimento ao Cliente,24.33,2008-05-02,unknown
TX_2079,2008-05-02,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,46.78,Copa e Cozinha,Contabilidade,46.78,2008-05-02,unknown
TX_2080,2008-05-02,Jim Halpert,Vendedor,Chili's - Despesa de Refeição com Cliente,99.21,Refeição com Cliente,Vendas,99.21,2008-05-02,unknown
TX_2081,2008-05-02,Pam Beesly,Recepcionista,FedEx - Despesa de Correios,17.76,Correios,Administrativo,17.76,2008-05-02,unknown
TX_2082,2008-05-02,Kelly Kapoor,Atendimento,Manutenção de Copiadora - Despesa de Manutenção,20.75,Manutenção,Atendimento ao Cliente,20.75,2008-05-02,unknown
TX_2083,2008-05-02,Kevin Malone,Contador,FedEx - Despesa de Correios,43.31,Correios,Contabilidade,43.31,2008-05-02,unknown
TX_2084,2008-05-02,Kelly Kapoor,Atendimento,Vending Machine - Despesa de Diversos,5.36,Diversos,Atendimento ao Cliente,5.36,2008-05-02,unknown
TX_2085,2008-05-02,Phyllis Vance,Vendedor,Chili's - Despesa de Refeição com Cliente,83.96,Refeição com Cliente,Vendas,83.96,2008-05-02,unknown
TX_2086,2008-05-02,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,68.92,Manutenção,Administrativo,68.92,2008-05-02,unknown
TX_2087,2008-05-02,Andy Bernard,Vendedor,Estacionamento Central - Despesa de Transporte Local,77.03,Transporte Local,Vendas,77.03,2008-05-02,unknown
TX_2088,2008-05-02,Jim Halpert,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,48.67,Refeição com Cliente,Vendas,48.67,2008-05-02,unknown
TX_2089,2008-05-02,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,79.75,Copa e Cozinha,Contabilidade,79.75,2008-05-02,unknown
TX_2090,2008-05-03,Jim Halpert,Vendedor,Chili's - Despesa de Refeição com Cliente,139.99,Refeição com Cliente,Vendas,139.99,2008-05-03,unknown
TX_2091,2008-05-03,Darryl Philbin,Chefe de Depósito,Manutenção de Copiadora - Despesa de Manutenção,17.36,Manutenção,Depósito,17.36,2008-05-03,unknown
TX_2092,2008-05-03,Andy Bernard,Vendedor,Best Western Hotel - Despesa de Viagem,27.46,Viagem,Vendas,27.46,2008-05-03,unknown
TX_2093,2008-05-03,Pam Beesly,Recepcionista,Água Crystal - Despesa de Copa e Cozinha,14.29,Copa e Cozinha,Administrativo,14.29,2008-05-03,unknown
TX_2094,2008-05-03,Stanley Hudson,Vendedor,Estacionamento Central - Despesa de Transporte Local,100.12,Transporte Local,Vendas,100.12,2008-05-03,unknown
TX_2095,2008-05-03,Kevin Malone,Contador,Água Crystal - Despesa de Copa e Cozinha,70.07,Copa e Cozinha,Contabilidade,70.07,2008-05-03,unknown
TX_2096,2008-05-03,Andy Bernard,Vendedor,Amtrak Train - Despesa de Viagem,47.9,Viagem,Vendas,47.9,2008-05-03,unknown
TX_2097,2008-05-03,Darryl Philbin,Chefe de Depósito,Staples - Despesa de Material de Escritório,12.3,Material de Escritório,Depósito,12.3,2008-05-03,unknown
TX_2098,2008-05-03,Meredith Palmer,Rel. Fornecedores,Staples - Despesa de Material de Escritório,19.32,Material de Escritório,Suprimentos,19.32,2008-05-03,unknown
TX_2099,2008-05-03,Andy Bernard,Vendedor,Gasolina Shell - Despesa de Transporte Local,68.77,Transporte Local,Vendas,68.77,2008-05-03,unknown
TX_2100,2008-05-03,Andy Bernard,Vendedor,Dunkin Donuts - Despesa de Refeição,65.63,Refeição,Vendas,65.63,2008-05-03,unknown
TX_2101,2008-05-03,Meredith Palmer,Rel. Fornecedores,FedEx - Despesa de Correios,2.4,Correios,Suprimentos,2.4,2008-05-03,unknown
TX_2102,2008-05-03,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,23.1,Transporte Local,Vendas,23.1,2008-05-03,unknown
TX_2103,2008-05-03,Michael Scott,Gerente Regional,Estacionamento Central - Despesa de Transporte Local,278.79,Transporte Local,Gerência,278.79,2008-05-03,unknown
TX_2104,2008-05-03,Andy Bernard,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,28.19,Refeição com Cliente,Vendas,28.19,2008-05-03,unknown
TX_2105,2008-05-03,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,38.51,Diversos,Qualidade,38.51,2008-05-03,unknown
TX_2106,2008-05-03,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,4.59,Diversos,Qualidade,4.59,2008-05-03,unknown
TX_2107,2008-05-03,Creed Bratton,Qualidade,Vending Machine - Despesa de Diversos,31.7,Diversos,Qualidade,31.7,2008-05-03,unknown
TX_2108,2008-05-03,Oscar Martinez,Contador,Manutenção de Copiadora - Despesa de Manutenção,30.24,Manutenção,Contabilidade,30.24,2008-05-03,unknown
TX_2109,2008-05-03,Jim Halpert,Vendedor,Estacionamento Central - Despesa de Transporte Local,172.82,Transporte Local,Vendas,172.82,2008-05-03,unknown
TX_2110,2008-05-03,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,86.67,Transporte Local,Vendas,86.67,2008-05-03,unknown
TX_2111,2008-05-03,Angela Martin,Contadora,Manutenção de Copiadora - Despesa de Manutenção,31.19,Manutenção,Contabilidade,31.19,2008-05-03,unknown
TX_2112,2008-05-03,Phyllis Vance,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,52.91,Refeição com Cliente,Vendas,52.91,2008-05-03,unknown
TX_2113,2008-05-03,Andy Bernard,Vendedor,Dunkin Donuts - Despesa de Refeição,179.84,Refeição,Vendas,179.84,2008-05-03,unknown
TX_2114,2008-05-03,Michael Scott,Gerente Regional,Gasolina Shell - Despesa de Transporte Local,217.31,Transporte Local,Gerência,217.31,2008-05-03,unknown
TX_2115,2008-05-03,Kelly Kapoor,Atendimento,Vending Machine - Despesa de Diversos,31.71,Diversos,Atendimento ao Cliente,31.71,2008-05-03,unknown
TX_2116,2008-05-03,Kelly Kapoor,Atendimento,FedEx - Despesa de Correios,16.56,Correios,Atendimento ao Cliente,16.56,2008-05-03,unknown
TX_2117,2008-05-03,Toby Flenderson,RH,FedEx - Despesa de Correios,31.44,Correios,Recursos Humanos,31.44,2008-05-03,unknown
TX_2118,2008-05-03,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,138.88,Transporte Local,Vendas,138.88,2008-05-03,unknown
TX_2119,2008-05-03,Pam Beesly,Recepcionista,Água Crystal - Despesa de Copa e Cozinha,6.48,Copa e Cozinha,Administrativo,6.48,2008-05-03,unknown
TX_2120,2008-05-03,Toby Flenderson,RH,Staples - Despesa de Material de Escritório,17.27,Material de Escritório,Recursos Humanos,17.27,2008-05-03,unknown
TX_2121,2008-05-03,Phyllis Vance,Vendedor,Cugino's - Despesa de Refeição com Cliente,50.68,Refeição com Cliente,Vendas,50.68,2008-05-03,unknown
TX_2122,2008-05-03,Andy Bernard,Vendedor,Gasolina Shell - Despesa de Transporte Local,163.32,Transporte Local,Vendas,163.32,2008-05-03,unknown
TX_2123,2008-05-03,Stanley Hudson,Vendedor,Chili's - Despesa de Refeição com Cliente,171.81,Refeição com Cliente,Vendas,171.81,2008-05-03,unknown
TX_2124,2008-05-03,Meredith Palmer,Rel. Fornecedores,Dunder Mifflin Warehouse - Despesa de Logística,29.6,Logística,Suprimentos,29.6,2008-05-03,unknown
TX_2125,2008-05-04,Phyllis Vance,Vendedor,Chili's - Despesa de Refeição com Cliente,37.92,Refeição com Cliente,Vendas,37.92,2008-05-04,unknown
TX_2126,2008-05-04,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,137.3,Transporte Local,Vendas,137.3,2008-05-04,unknown
TX_2127,2008-05-04,Phyllis Vance,Vendedor,Estacionamento Central - Despesa de Transporte Local,62.82,Transporte Local,Vendas,62.82,2008-05-04,unknown
TX_2128,2008-05-04,Pam Beesly,Recepcionista,Manutenção de Copiadora - Despesa de Manutenção,30.65,Manutenção,Administrativo,30.65,2008-05-04,unknown
TX_2129,2008-05-04,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,23.0,Manutenção,Recursos Humanos,23.0,2008-05-04,unknown
TX_2130,2008-05-04,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,29.8,Copa e Cozinha,Contabilidade,29.8,2008-05-04,unknown
TX_2131,2008-05-04,Jim Halpert,Vendedor,Cooper's Seafood - Despesa de Refeição com Cliente,20.53,Refeição com Cliente,Vendas,20.53,2008-05-04,unknown
TX_2132,2008-05-04,Kevin Malone,Contador,Staples - Despesa de Material de Escritório,53.07,Material de Escritório,Contabilidade,53.07,2008-05-04,unknown
TX_2133,2008-05-04,Angela Martin,Contadora,Dunder Mifflin Warehouse - Despesa de Logística,54.06,Logística,Contabilidade,54.06,2008-05-04,unknown
TX_2134,2008-05-04,Angela Martin,Contadora,Manutenção de Copiadora - Despesa de Manutenção,59.51,Manutenção,Contabilidade,59.51,2008-05-04,unknown
TX_2135,2008-05-04,Jim Halpert,Vendedor,Dunkin Donuts - Despesa de Refeição,124.47,Refeição,Vendas,124.47,2008-05-04,unknown
TX_2136,2008-05-04,Meredith Palmer,Rel. Fornecedores,Água Crystal - Despesa de Copa e Cozinha,3.45,Copa e Cozinha,Suprimentos,3.45,2008-05-04,unknown
TX_2137,2008-05-04,Kelly Kapoor,Atendimento,Manutenção de Copiadora - Despesa de Manutenção,9.02,Manutenção,Atendimento ao Cliente,9.02,2008-05-04,unknown
TX_2138,2008-05-04,Toby Flenderson,RH,Staples - Despesa de Material de Escritório,14.59,Material de Escritório,Recursos Humanos,14.59,2008-05-04,unknown
TX_2139,2008-05-04,Stanley Hudson,Vendedor,Dunkin Donuts - Despesa de Refeição,66.94,Refeição,Vendas,66.94,2008-05-04,unknown
TX_2140,2008-05-04,Stanley Hudson,Vendedor,Hertz Rent-a-Car - Despesa de Viagem,175.85,Viagem,Vendas,175.85,2008-05-04,unknown
TX_2141,2008-05-04,Pam Beesly,Recepcionista,Dunder Mifflin Warehouse - Despesa de Logística,61.46,Logística,Administrativo,61.46,2008-05-04,unknown
TX_2142,2008-05-04,Angela Martin,Contadora,Dunder Mifflin Warehouse - Despesa de Logística,49.45,Logística,Contabilidade,49.45,2008-05-04,unknown
TX_2143,2008-05-04,Oscar Martinez,Contador,Staples - Despesa de Material de Escritório,33.98,Material de Escritório,Contabilidade,33.98,2008-05-04,unknown
TX_2144,2008-05-04,Michael Scott,Gerente Regional,Cooper's Seafood - Despesa de Refeição com Cliente,139.91,Refeição com Cliente,Gerência,139.91,2008-05-04,unknown
TX_2145,2008-05-04,Toby Flenderson,RH,Dunder Mifflin Warehouse - Despesa de Logística,15.84,Logística,Recursos Humanos,15.84,2008-05-04,unknown
TX_2146,2008-05-04,Creed Bratton,Qualidade,Staples - Despesa de Material de Escritório,26.3,Material de Escritório,Qualidade,26.3,2008-05-04,unknown
TX_2147,2008-05-04,Creed Bratton,Qualidade,Manutenção de Copiadora - Despesa de Manutenção,35.48,Manutenção,Qualidade,35.48,2008-05-04,unknown
TX_2148,2008-05-04,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,15.39,Manutenção,Recursos Humanos,15.39,2008-05-04,unknown
TX_2149,2008-05-04,Phyllis Vance,Vendedor,Cugino's - Despesa de Refeição com Cliente,36.23,Refeição com Cliente,Vendas,36.23,2008-05-04,unknown
TX_2150,2008-05-04,Oscar Martinez,Contador,Água Crystal - Despesa de Copa e Cozinha,17.21,Copa e Cozinha,Contabilidade,17.21,2008-05-04,unknown
TX_2151,2008-05-04,Phyllis Vance,Vendedor,Amtrak Train - Despesa de Viagem,92.3,Viagem,Vendas,92.3,2008-05-04,unknown
TX_2152,2008-05-04,Oscar Martinez,Contador,Staples - Despesa de Material de Escritório,75.72,Material de Escritório,Contabilidade,75.72,2008-05-04,unknown
TX_2153,2008-05-04,Meredith Palmer,Rel. Fornecedores,Dunder Mifflin Warehouse - Despesa de Logística,31.25,Logística,Suprimentos,31.25,2008-05-04,unknown
TX_2154,2008-05-04,Oscar Martinez,Contador,Staples - Despesa de Material de Escritório,59.4,Material de Escritório,Contabilidade,59.4,2008-05-04,unknown
TX_2155,2008-05-04,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,14.37,Manutenção,Recursos Humanos,14.37,2008-05-04,unknown
TX_2156,2008-05-04,Kevin Malone,Contador,Dunder Mifflin Warehouse - Despesa de Logística,15.92,Logística,Contabilidade,15.92,2008-05-04,unknown
TX_2157,2008-05-04,Toby Flenderson,RH,FedEx - Despesa de Correios,35.35,Correios,Recursos Humanos,35.35,2008-05-04,unknown
TX_2158,2008-05-05,Kevin Malone,Contador,Staples - Despesa de Material de Escritório,78.99,Material de Escritório,Contabilidade,78.99,2008-05-05,unknown
TX_2159,2008-05-05,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,38.79,Manutenção,Recursos Humanos,38.79,2008-05-05,unknown
TX_2160,2008-05-05,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,36.29,Manutenção,Recursos Humanos,36.29,2008-05-05,unknown
TX_2161,2008-05-05,Toby Flenderson,RH,Água Crystal - Despesa de Copa e Cozinha,35.99,Copa e Cozinha,Recursos Humanos,35.99,2008-05-05,unknown
TX_2162,2008-05-05,Creed Bratton,Qualidade,Manutenção de Copiadora - Despesa de Manutenção,38.82,Manutenção,Qualidade,38.82,2008-05-05,unknown
TX_2163,2008-05-05,Meredith Palmer,Rel. Fornecedores,Água Crystal - Despesa de Copa e Cozinha,38.89,Copa e Cozinha,Suprimentos,38.89,2008-05-05,unknown
TX_2164,2008-05-05,Dwight Schrute,Vendedor,Estacionamento Central - Despesa de Transporte Local,51.76,Transporte Local,Vendas,51.76,2008-05-05,unknown
TX_2165,2008-05-05,Creed Bratton,Qualidade,Staples - Despesa de Material de Escritório,9.3,Material de Escritório,Qualidade,9.3,2008-05-05,unknown
TX_2166,2008-05-05,Andy Bernard,Vendedor,Estacionamento Central - Despesa de Transporte Local,76.56,Transporte Local,Vendas,76.56,2008-05-05,unknown
TX_2167,2008-05-05,Oscar Martinez,Contador,Manutenção de Copiadora - Despesa de Manutenção,29.53,Manutenção,Contabilidade,29.53,2008-05-05,unknown
TX_2168,2008-05-05,Stanley Hudson,Vendedor,Cugino's - Despesa de Refeição com Cliente,156.87,Refeição com Cliente,Vendas,156.87,2008-05-05,unknown
TX_2169,2008-05-05,Angela Martin,Contadora,Staples - Despesa de Material de Escritório,19.39,Material de Escritório,Contabilidade,19.39,2008-05-05,unknown
TX_2170,2008-05-05,Meredith Palmer,Rel. Fornecedores,FedEx - Despesa de Correios,27.05,Correios,Suprimentos,27.05,2008-05-05,unknown
TX_2171,2008-05-05,Jim Halpert,Vendedor,Gasolina Shell - Despesa de Transporte Local,90.49,Transporte Local,Vendas,90.49,2008-05-05,unknown
TX_2172,2008-05-05,Pam Beesly,Recepcionista,Staples - Despesa de Material de Escritório,18.59,Material de Escritório,Administrativo,18.59,2008-05-05,unknown
TX_2173,2008-05-05,Darryl Philbin,Chefe de Depósito,Dunder Mifflin Warehouse - Despesa de Logística,6.02,Logística,Depósito,6.02,2008-05-05,unknown
TX_2174,2008-05-05,Darryl Philbin,Chefe de Depósito,Staples - Despesa de Material de Escritório,13.83,Material de Escritório,Depósito,13.83,2008-05-05,unknown
TX_2175,2008-05-05,Darryl Philbin,Chefe de Depósito,Dunder Mifflin Warehouse - Despesa de Logística,16.04,Logística,Depósito,16.04,2008-05-05,unknown
TX_2176,2008-05-05,Jim Halpert,Vendedor,Amtrak Train - Despesa de Viagem,16.58,Viagem,Vendas,16.58,2008-05-05,unknown
TX_2177,2008-05-05,Creed Bratton,Qualidade,FedEx - Despesa de Correios,30.64,Correios,Qualidade,30.64,2008-05-05,unknown
TX_2178,2008-05-05,Toby Flenderson,RH,Staples - Despesa de Material de Escritório,31.78,Material de Escritório,Recursos Humanos,31.78,2008-05-05,unknown
TX_2179,2008-05-05,Toby Flenderson,RH,Manutenção de Copiadora - Despesa de Manutenção,6.36,Manutenção,Recursos Humanos,6.36,2008-05-05,unknown
TX_2180,2008-05-05,Meredith Palmer,Rel. Fornecedores,Vending Machine - Despesa de Diversos,23.73,Diversos,Suprimentos,23.73,2008-05-05,unknown
